marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_transmission_type,kms,price,state,year,vehicle_model_display_name_0,performance_metrics,luxury,size,body_style,drivetrain,vehicle_model_display_name,description
2012 Subaru Forester,grey,PETROL,SUBARU,AUTOMATIC,155000,11000,VIC,2012,Forester,3.0,2.5,3.0,SUV,AWD,FORESTER,FORESTER
2014 Hyundai Veloster,white,PETROL,HYUNDAI,MANUAL,177000,7000,VIC,2014,Veloster,2.5,2.5,2.0,Liftback,FWD,VELOSTER,VELOSTER
2021 MG ZS SUV,white,PETROL,MG,AUTOMATIC,68000,13999,WA,2021,zs suv,2.5,3.0,2.0,SUV,FWD,ZS,ZS
2020 BMW x3 20i,grey,PETROL,BMW,AUTOMATIC,109400,32888,VIC,2020,x3 20i,2.5,3.5,3.0,Medium SUV,AWD,X3,X3
2009 Volkswagen Polo,silver,PETROL,VOLKSWAGEN,AUTOMATIC,85000,5399,VIC,2009,Polo,2.0,2.5,2.0,Hatchback,FWD,POLO,POLO
2004 Nissan Pulsar,black,PETROL,NISSAN,AUTOMATIC,281000,2700,VIC,2004,Pulsar,2.5,2.0,2.0,Hatchback,FWD,PULSAR,PULSAR
2011 Holden Colorado LT-R Manual 4x4 3.0 t/d 244715 kms,silver,DIESEL,HOLDEN,MANUAL,244715,18890,VIC,2011,3.0 t/d 244715 kms,2.5,2.5,4.0,Dual-Cab UTE,4WD,COLORADO,COLORADO
2017 Ford Mondeo,white,DIESEL,FORD,AUTOMATIC,178514,9500,VIC,2017,Mondeo,3.5,3.5,3.0,Sedan,FWD,MONDEO,MONDEO
2012 Audi A4,grey,PETROL,AUDI,AUTOMATIC,158236,9700,SA,2012,A4,3.5,4.0,3.0,Sedan,AWD,A4,A4
2016 Holden Caprice,white,PETROL,HOLDEN,AUTOMATIC,50634,38000,SA,2016,Caprice,4.0,4.0,4.0,Sedan,RWD,CAPRICE,CAPRICE
2013 Holden Cruze equipe,grey,DIESEL,HOLDEN,AUTOMATIC,211020,4500,QLD,2013,cruze equipe,2.5,2.5,2.0,Sedan,FWD,CRUZE,CRUZE
2016 Holden Trax,orange,PETROL,HOLDEN,AUTOMATIC,143000,8500,WA,2016,trax,2.5,2.0,2.0,Compact SUV,FWD,TRAX,TRAX
2016 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,139000,35500,VIC,2016,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2024 Renault Trafic,grey,DIESEL,RENAULT,AUTOMATIC,9300,38900,VIC,2024,Trafic,3.0,2.0,4.0,Cargo Van,FWD,TRAFIC,TRAFIC
2001 Lexus IS200,silver,PETROL,LEXUS,AUTOMATIC,205000,5500,VIC,2001,IS200,3.0,3.5,2.0,Sedan,RWD,IS,IS200
2018 Toyota Hilux,white,DIESEL,TOYOTA,AUTOMATIC,131500,34000,VIC,2018,Hilux,3.5,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2007 Honda Jazz,silver,PETROL,HONDA,AUTOMATIC,185043,5000,VIC,2007,Jazz,2.5,2.0,2.0,Hatchback,FWD,JAZZ,JAZZ
2023 BMW X3,grey,PETROL,BMW,AUTOMATIC,67000,69900,VIC,2023,X3,3.5,4.0,3.0,Medium SUV,AWD,X3,X3
2010 Volkswagen Golf,white,PETROL,VOLKSWAGEN,AUTOMATIC,211000,2500,VIC,2010,Golf,2.5,3.0,2.0,Hatchback,FWD,GOLF,GOLF
2022 Toyota Kluger,grey,PETROL,TOYOTA,AUTOMATIC,17000,54990,VIC,2022,kluger,3.5,3.5,4.0,Large SUV,AWD,KLUGER,KLUGER
2018 Hyundai i30,white,PETROL,HYUNDAI,MANUAL,116000,14000,VIC,2018,i30,3.0,3.0,2.0,Hatchback,FWD,I30,I30
2021 Toyota Camry,white,OTHER,TOYOTA,AUTOMATIC,160000,29500,VIC,2021,Camry,3.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2016 Hyundai Accent,red,PETROL,HYUNDAI,AUTOMATIC,131000,8500,VIC,2016,Accent,2.0,2.0,2.0,Hatchback,FWD,ACCENT,ACCENT
2010 Nissan Tiida,silver,PETROL,NISSAN,AUTOMATIC,140000,4800,QLD,2010,Tiida,2.0,2.0,2.0,Hatchback,FWD,TIIDA,TIIDA
2006 Holden Commodore,blue,PETROL,HOLDEN,AUTOMATIC,290000,3500,QLD,2006,Commodore,3.5,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2011 Toyota Yaris,pink,PETROL,TOYOTA,MANUAL,121000,7000,QLD,2011,Yaris,2.0,2.0,1.0,Hatchback,FWD,YARIS,YARIS
2016 Honda Odyssey,silver,PETROL,HONDA,AUTOMATIC,117000,22880,QLD,2016,Odyssey,2.5,3.5,4.0,People mover,FWD,ODYSSEY,ODYSSEY
2016 Hyundai Accent,white,PETROL,HYUNDAI,AUTOMATIC,48658,14990,QLD,2016,Accent,2.0,2.0,2.0,Hatchback,FWD,ACCENT,ACCENT
2008 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,230000,5500,QLD,2008,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2010 Toyota Hiace,white,OTHER,TOYOTA,AUTOMATIC,23000,9000,QLD,2010,Hiace,2.5,1.5,4.5,Cargo Van,RWD,HIACE,HIACE
2009 Kia Rio,black,PETROL,KIA,MANUAL,172000,4000,QLD,2009,Rio,2.0,2.0,1.0,Hatchback,FWD,RIO,RIO
2012 Honda Accord,grey,PETROL,HONDA,AUTOMATIC,173986,11000,QLD,2012,Accord,3.0,3.5,3.0,Sedan,FWD,ACCORD,ACCORD
2012 Hyundai i30,white,OTHER,HYUNDAI,AUTOMATIC,162000,7950,QLD,2012,i30,3.0,2.5,2.0,Hatchback,FWD,I30,I30
2000 Toyota Landcruiser 100,white,PETROL,TOYOTA,AUTOMATIC,316000,19000,QLD,2000,Landcruiser 100,2.5,3.5,4.0,Large SUV,4WD,LAND-CRUISER,LAND-CRUISER
2010 BMW X5,silver,DIESEL,BMW,AUTOMATIC,175000,13000,QLD,2010,X5,3.5,4.0,4.0,Large SUV,AWD,X5,X5
2014 Ford Ranger,blue,DIESEL,FORD,AUTOMATIC,168000,19990,QLD,2014,Ranger,3.0,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2008 Suzuki Swift,silver,PETROL,SUZUKI,AUTOMATIC,180200,4900,QLD,2008,Swift,2.5,2.0,1.5,Hatchback,FWD,SWIFT,SWIFT
2011 Hyundai i30,red,OTHER,HYUNDAI,AUTOMATIC,250000,5000,QLD,2011,i30,2.5,2.0,2.0,Hatchback,FWD,I30,I30
2014 Audi SQ5,black,DIESEL,AUDI,AUTOMATIC,190000,14500,QLD,2014,SQ5,4.2,4.0,3.0,Medium SUV,AWD,SQ5,SQ5
2010 Nissan X-Trail,white,PETROL,NISSAN,AUTOMATIC,214000,6000,WA,2010,X-Trail,2.5,2.0,3.0,Compact SUV,AWD,X-TRAIL,X-TRAIL
2004 Nissan X-Trail,gold,PETROL,NISSAN,AUTOMATIC,133000,10000,WA,2004,X-Trail,2.5,2.0,3.0,SUV,4WD,X-TRAIL,X-TRAIL
2016 Ford Mustang,grey,PETROL,FORD,MANUAL,135917,42990,WA,2016,Mustang,4.5,3.5,4.0,Coupe,RWD,MUSTANG,MUSTANG
2007 Volvo XC90,black,DIESEL,VOLVO,AUTOMATIC,248694,5000,WA,2007,XC90,2.5,3.5,4.0,Large SUV,AWD,XC90,XC90
2018 Toyota RAV4,white,PETROL,TOYOTA,AUTOMATIC,158000,19800,WA,2018,RAV4,3.0,2.5,3.0,Medium SUV,AWD,RAV4,RAV4
2010 Mitsubishi Lancer,grey,PETROL,MITSUBISHI,AUTOMATIC,300000,4800,WA,2010,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER,LANCER
2011 Jeep Grand Cherokee,green,DIESEL,JEEP,AUTOMATIC,200000,8000,WA,2011,Grand Cherokee,3.5,3.5,4.0,Large SUV,4WD,GRAND-CHEROKEE,GRAND-CHEROKEE
2012 Hyundai i30,blue,PETROL,HYUNDAI,AUTOMATIC,150000,11500,WA,2012,i30,3.0,2.5,2.0,Hatchback,FWD,I30,I30
2020 Subaru WRX,charcoal,PETROL,SUBARU,MANUAL,53000,38000,WA,2020,WRX,3.8,3.0,2.0,Sedan,AWD,WRX,WRX
2006 Hyundai Getz,blue,PETROL,HYUNDAI,AUTOMATIC,272000,3700,WA,2006,Getz,2.0,1.5,1.0,Hatchback,FWD,GETZ,GETZ
2013 Ford Territory,white,PETROL,FORD,AUTOMATIC,235000,7750,WA,2013,Territory,3.0,3.5,4.0,Large SUV,RWD,TERRITORY,TERRITORY
2019 Mitsubishi Triton,white,DIESEL,MITSUBISHI,MANUAL,79000,32000,WA,2019,triton,3.0,2.5,4.0,Dual-Cab UTE,4WD,TRITON,TRITON
2004 Nissan Patrol,white,DIESEL,NISSAN,MANUAL,255000,14200,NSW,2004,Patrol,2.5,2.0,4.5,Large SUV,4WD,PATROL,PATROL
2020 Ford Mustang,grey,PETROL,FORD,MANUAL,38040,59400,NSW,2020,Mustang,4.5,3.5,4.0,Coupe,RWD,MUSTANG,MUSTANG
2010 Ford Falcon,grey,PETROL,FORD,AUTOMATIC,142305,16000,NSW,2010,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON,FALCON
2004 Hyundai Elantra,blue,OTHER,HYUNDAI,AUTOMATIC,123288,3600,NSW,2004,Elantra,2.5,2.0,2.0,Sedan,FWD,ELANTRA,ELANTRA
2015 Holden Ute,white,PETROL,HOLDEN,AUTOMATIC,211000,11000,NSW,2015,Ute,3.5,2.5,4.0,UTE,RWD,UTE,UTE
2012 Toyota Corolla,grey,PETROL,TOYOTA,AUTOMATIC,171000,10700,NSW,2012,Corolla,3.0,2.0,2.0,Hatchback,FWD,COROLLA,COROLLA
2017 Hyundai i30,white,PETROL,HYUNDAI,AUTOMATIC,59000,23000,NSW,2017,i30,2.5,2.5,2.0,Hatchback,FWD,I30,I30
2020 Volkswagen Polo,black,PETROL,VOLKSWAGEN,AUTOMATIC,61302,17000,NSW,2020,Polo,3.0,3.0,2.0,Hatchback,FWD,POLO,POLO
2015 Kia Sportage,silver,PETROL,KIA,AUTOMATIC,187000,10000,NSW,2015,Sportage,3.0,3.5,3.0,Compact SUV,AWD,SPORTAGE,SPORTAGE
2014 Isuzu D-Max,black,DIESEL,ISUZU,AUTOMATIC,250000,22500,NSW,2014,D-Max,3.5,2.0,4.0,Dual-Cab UTE,4WD,D-MAX,D-MAX
2015 Nissan 370Z,white,OTHER,NISSAN,AUTOMATIC,140000,21000,NSW,2015,370Z,4.0,3.5,2.0,Coupe,RWD,370Z,370Z
2016 Holden Commodore,white,PETROL,HOLDEN,AUTOMATIC,68000,67000,NSW,2016,Commodore,3.5,3.0,4.0,Sedan,RWD,COMMODORE,COMMODORE
2023 LDV t60 executive,blue,OTHER,LDV,AUTOMATIC,18500,29700,NSW,2023,t60 executive,2.5,2.0,4.0,Dual-Cab UTE,4WD,T60,T60
2014 Volkswagen Crafter,white,DIESEL,VOLKSWAGEN,MANUAL,276000,25000,NSW,2014,Crafter,2.5,2.0,5.0,Cargo Van,RWD,CRAFTER,CRAfter
2012 Ford Fiesta,silver,PETROL,FORD,AUTOMATIC,133000,7300,SA,2012,Fiesta,2.5,2.0,2.0,Hatchback,FWD,FIESTA,FIESTA
2013 Kia Cerato,white,PETROL,KIA,AUTOMATIC,190000,10000,SA,2013,Cerato,2.5,2.0,2.0,Sedan,FWD,CERATO,CERATO
2011 Isuzu D-Max,silver,DIESEL,ISUZU,MANUAL,370000,11000,SA,2011,D-Max,3.0,1.5,4.0,Dual-Cab UTE,4WD,D-MAX,D-MAX
2020 Renault Master,white,DIESEL,RENAULT,AUTOMATIC,109542,28500,SA,2020,Master,2.5,2.0,5.0,Cargo Van,FWD,MASTER,MASTER
2008 BMW X5,grey,OTHER,BMW,AUTOMATIC,302000,5900,SA,2008,X5,3.5,4.0,4.0,Large SUV,AWD,X5,X5
2013 Holden Commodore,white,PETROL,HOLDEN,MANUAL,107346,22000,SA,2013,Commodore,3.5,3.0,4.0,Sedan,RWD,COMMODORE,COMMODORE
2012 Hyundai iMax,grey,DIESEL,HYUNDAI,AUTOMATIC,201496,11850,SA,2012,iMax,3.0,2.0,5.0,Passenger van,RWD,IMAX,IMAX
2015 Hyundai i30,white,PETROL,HYUNDAI,AUTOMATIC,148000,10500,SA,2015,i30,2.5,2.0,2.0,Hatchback,FWD,I30,I30
2014 Jeep Grand Cherokee,silver,OTHER,JEEP,AUTOMATIC,230000,10500,SA,2014,Grand Cherokee,3.5,3.5,4.0,Large SUV,4WD,GRAND-CHEROKEE,GRAND-CHEROKEE
2010 Hyundai i30,blue,PETROL,HYUNDAI,AUTOMATIC,245000,4800,SA,2010,i30,2.5,2.0,2.0,Hatchback,FWD,I30,I30
2014 Holden Ute,black,PETROL,HOLDEN,AUTOMATIC,130000,29000,SA,2014,Ute,3.0,2.5,4.0,UTE,RWD,UTE,UTE
2012 Nissan Navara,silver,DIESEL,NISSAN,AUTOMATIC,217497,11000,SA,2012,Navara,3.0,2.0,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2013 Holden commodore ve sv6 sportwagon lpg,white,OTHER,HOLDEN,AUTOMATIC,148894,10000,SA,2013,commodore ve sv6 sportwagon lpg,3.5,3.0,4.0,Wagon,RWD,COMMODORE,COMMODORE-VE-SV6
2011 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,AUTOMATIC,275000,27000,SA,2011,Landcruiser Prado,3.5,3.5,4.0,Large SUV,4WD,LANDCRUISER,LANDCRUISER-PRADO
2006 Audi A3,silver,PETROL,AUDI,AUTOMATIC,159000,6700,SA,2006,A3,3.0,3.5,2.0,Hatchback,FWD,A3,A3
2014 Kia Rio,blue,PETROL,KIA,AUTOMATIC,97100,10200,SA,2014,Rio,2.5,2.0,2.0,Hatchback,FWD,RIO,RIO
2013 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,168000,16900,WA,2013,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2010 Ford Focus,silver,OTHER,FORD,AUTOMATIC,170000,5900,SA,2010,Focus,2.5,2.0,2.0,Hatchback,FWD,FOCUS,FOCUS
2009 Holden Ute,black,PETROL,HOLDEN,AUTOMATIC,184000,20000,SA,2009,Ute,3.5,2.0,4.0,UTE,RWD,COMMODORE,COMMODORE-UTE
2009 Holden Holden Colorado,grey,DIESEL,HOLDEN,MANUAL,205000,26500,QLD,2009,Holden Colorado,2.5,2.0,4.0,Dual-Cab UTE,4WD,COLORADO,COLORADO
2011 Nissan Navara,white,OTHER,NISSAN,MANUAL,176597,7500,WA,2011,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2012 Holden Barina,white,PETROL,HOLDEN,MANUAL,145500,5750,WA,2012,Barina,2.5,2.0,2.0,Hatchback,FWD,BARINA,BARINA
2013 Audi Q5,black,PETROL,AUDI,AUTOMATIC,144699,13999,WA,2013,Q5,3.5,4.0,3.0,Medium SUV,AWD,Q5,Q5
2007 Ford Transit,white,DIESEL,FORD,MANUAL,308000,10000,WA,2007,transit,1.5,1.0,4.5,Cargo Van,RWD,TRANSIT,TRANSIT
2004 Holden Rodeo,white,PETROL,HOLDEN,MANUAL,277000,7900,WA,2004,Rodeo,2.5,1.5,4.0,Dual-Cab UTE,4WD,RODEO,RODEO
2016 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,84000,30000,WA,2016,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2014 Kia Cerato,white,PETROL,KIA,AUTOMATIC,117800,12900,WA,2014,Cerato,2.5,2.5,2.0,Sedan,FWD,CERATO,CERATO
2023 Nissan Navara,grey,OTHER,NISSAN,AUTOMATIC,48000,74999,WA,2023,Navara,3.5,3.0,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2019 Ford Ranger,grey,DIESEL,FORD,AUTOMATIC,80000,43000,WA,2019,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2003 Hyundai Getz,yellow,OTHER,HYUNDAI,AUTOMATIC,164000,3700,WA,2003,Getz,1.5,1.5,1.5,Hatchback,FWD,GETZ,GETZ
2011 Holden Ute,black,PETROL,HOLDEN,MANUAL,250000,15900,WA,2011,Ute,3.5,2.5,4.0,UTE,RWD,UTE,UTE
2010 Nissan Navara,white,OTHER,NISSAN,AUTOMATIC,215000,14000,WA,2010,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2011 Kia Rio,white,PETROL,KIA,MANUAL,149940,5200,WA,2011,Rio,2.0,1.5,1.0,Hatchback,FWD,RIO,RIO
2010 Mitsubishi Lancer,grey,PETROL,MITSUBISHI,AUTOMATIC,198000,7000,QLD,2010,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER,LANCER
2010 Suzuki Alto,red,PETROL,SUZUKI,AUTOMATIC,105000,5500,QLD,2010,Alto,1.5,1.5,1.0,Hatchback,FWD,ALTO,ALTO
2020 Hyundai i30,red,PETROL,HYUNDAI,AUTOMATIC,56900,16750,QLD,2020,i30,3.0,3.0,2.0,Hatchback,FWD,I30,I30
2008 Holden Holden Colorado,red,PETROL,HOLDEN,MANUAL,317152,3000,QLD,2008,Holden Colorado,2.0,1.5,4.0,Dual-Cab UTE,4WD,COLORADO,COLORADO
2016 Hyundai Accent,white,PETROL,HYUNDAI,AUTOMATIC,104000,11000,QLD,2016,Accent,2.0,2.0,2.0,Hatchback,FWD,ACCENT,ACCENT
2017 Mitsubishi Lancer,silver,PETROL,MITSUBISHI,AUTOMATIC,85826,18000,QLD,2017,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER,LANCER
2009 Holden Commodore,black,PETROL,HOLDEN,MANUAL,280984,5000,QLD,2009,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2015 Subaru WRX,grey,OTHER,SUBARU,MANUAL,200000,23000,QLD,2015,WRX,4.0,3.0,2.0,Sedan,AWD,WRX,WRX
2010 Hyundai Getz,blue,OTHER,HYUNDAI,AUTOMATIC,80710,7500,QLD,2010,Getz,2.0,1.5,1.0,Hatchback,FWD,GETZ,GETZ
2011 Volkswagen Golf,white,PETROL,VOLKSWAGEN,AUTOMATIC,290000,8000,QLD,2011,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF,GOLF
2002 Nissan Patrol,gold,DIESEL,NISSAN,AUTOMATIC,350000,4000,QLD,2002,Patrol,2.5,2.0,4.0,Large SUV,4WD,PATROL,PATROL
2015 Kia Sportage,silver,PETROL,KIA,AUTOMATIC,154015,12000,QLD,2015,Sportage,3.0,3.5,3.0,Compact SUV,AWD,SPORTAGE,SPORTAGE
2018 Nissan Navara,silver,DIESEL,NISSAN,MANUAL,144000,36000,QLD,2018,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2012 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,225000,12500,NSW,2012,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2007 Toyota Yaris,silver,PETROL,TOYOTA,MANUAL,177000,4000,NSW,2007,Yaris,2.0,2.0,1.0,Hatchback,FWD,YARIS,YARIS
2016 BMW X3,white,DIESEL,BMW,AUTOMATIC,97000,21000,NSW,2016,X3,3.0,4.0,3.0,Compact SUV,AWD,X3,X3
2014 Mitsubishi Man,black,DIESEL,MITSUBISHI,AUTOMATIC,204000,15000,NSW,2014,man,2.5,2.0,3.0,UTE,4WD,TRITON,TRITON
2017 Toyota Hilux,grey,DIESEL,TOYOTA,AUTOMATIC,253900,34000,NSW,2017,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2014 Lexus is350 auto r,grey,PETROL,LEXUS,AUTOMATIC,107418,23500,NSW,2014,is350 auto r,4.0,4.0,3.0,Sedan,RWD,IS,IS350
2020 Kia Sorento,blue,DIESEL,KIA,AUTOMATIC,77500,43000,NSW,2020,Sorento,3.5,3.8,4.0,Large SUV,4WD,SORENTO,SORENTO
2021 Porsche Macan,white,PETROL,PORSCHE,AUTOMATIC,53000,112888,NSW,2021,Macan,4.0,4.5,3.0,SUV,AWD,MACAN,MACAN
2022 Hyundai i30 n line premium sedan,grey,PETROL,HYUNDAI,AUTOMATIC,63500,34000,NSW,2022,i30 n line premium sedan,3.5,3.5,2.5,Sedan,FWD,I30,I30
2011 Hyundai i30,silver,OTHER,HYUNDAI,AUTOMATIC,90821,11999,NSW,2011,i30,2.5,2.0,2.0,Hatchback,FWD,I30,I30
2005 Toyota Landcruiser,silver,DIESEL,TOYOTA,MANUAL,430000,43000,NSW,2005,Landcruiser,3.5,4.0,4.5,Large SUV,4WD,LAND-CRUISER,LAND-CRUISER
2025 Toyota Corolla,black,PETROL,TOYOTA,AUTOMATIC,12000,46000,NSW,2025,Corolla,2.5,3.0,2.0,Sedan,FWD,COROLLA,COROLLA
2015 Holden Commodore,black,OTHER,HOLDEN,AUTOMATIC,211000,29500,NSW,2015,Commodore,3.5,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2010 Toyota Kluger,silver,PETROL,TOYOTA,AUTOMATIC,30000,5499,NSW,2010,kluger,2.5,3.0,4.0,Large SUV,AWD,KLUGER,KLUGER
2011 Toyota Corolla,black,PETROL,TOYOTA,AUTOMATIC,97081,10999,NSW,2011,Corolla,2.5,2.0,2.0,Hatchback,FWD,COROLLA,COROLLA
2018 Kia Cerato,white,PETROL,KIA,AUTOMATIC,121000,14000,NSW,2018,Cerato,2.5,2.5,2.0,Sedan,FWD,CERATO,CERATO
2013 Mitsubishi ASX,white,PETROL,MITSUBISHI,AUTOMATIC,42000,15500,VIC,2013,ASX,3.0,2.5,2.0,Compact SUV,FWD,ASX,ASX
2013 Subaru XV,black,PETROL,SUBARU,AUTOMATIC,150000,14500,VIC,2013,XV,3.0,2.5,2.0,Compact SUV,AWD,XV,XV
2014 Kia Sportage,white,DIESEL,KIA,AUTOMATIC,140700,15000,VIC,2014,Sportage,2.5,3.0,3.0,Compact SUV,AWD,SPORTAGE,SPORTAGE
2013 Nissan Pulsar,black,PETROL,NISSAN,AUTOMATIC,132000,7000,VIC,2013,Pulsar,2.0,2.5,2.0,Hatchback,FWD,PULSAR,PULSAR
2012 Ford Fiesta,black,PETROL,FORD,MANUAL,198000,2800,VIC,2012,Fiesta,2.5,2.0,2.0,Hatchback,FWD,FIESTA,FIESTA
2009 Land Rover Discovery,grey,DIESEL,LAND-ROVER,AUTOMATIC,232523,16750,VIC,2009,Discovery,3.0,4.0,5.0,Large SUV,4WD,DISCOVERY,DISCOVERY
2001 Nissan Patrol,silver,OTHER,NISSAN,MANUAL,3000,42500,VIC,2001,Patrol,3.0,2.5,4.0,Large SUV,4WD,PATROL,PATROL
2010 Volkswagen Golf,silver,PETROL,VOLKSWAGEN,AUTOMATIC,111000,7500,VIC,2010,Golf,2.5,3.0,2.0,Hatchback,FWD,GOLF,GOLF
2021 Toyota Yaris,silver,HYBRID,TOYOTA,AUTOMATIC,92943,20990,SA,2021,Yaris,2.5,2.0,1.0,Hatchback,FWD,YARIS,YARIS
2019 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,187000,18999,VIC,2019,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2016 Toyota Camry,beige,PETROL,TOYOTA,AUTOMATIC,168100,13999,VIC,2016,Camry,3.2,3.5,3.0,Sedan,FWD,CAMRY,CAMRY
2025 Hyundai i30,white,HYBRID,HYUNDAI,AUTOMATIC,20000,30999,SA,2025,i30,3.0,3.0,2.0,Hatchback,FWD,I30,I30
2017 Honda CR-V,white,OTHER,HONDA,AUTOMATIC,104000,20000,SA,2017,CR-V,2.5,3.0,3.0,Medium SUV,FWD,CR-V,CR-V
2009 Toyota Crown,silver,OTHER,TOYOTA,AUTOMATIC,204000,10500,SA,2009,Crown,2.5,4.0,3.5,Sedan,RWD,CROWN,CROWN
2009 Holden Calais,white,PETROL,HOLDEN,AUTOMATIC,200000,10000,VIC,2009,Calais,3.5,4.0,4.0,Sedan,RWD,CALAIS,CALAIS
2007 Toyota Prado,grey,DIESEL,TOYOTA,AUTOMATIC,433499,16000,SA,2007,prado,2.5,3.0,4.0,Large SUV,4WD,PRADO,PRADO
2008 Holden Commodore,beige,PETROL,HOLDEN,AUTOMATIC,232779,2500,NSW,2008,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2022 Mitsubishi Outlander,silver,PETROL,MITSUBISHI,AUTOMATIC,90000,34900,NSW,2022,Outlander,3.0,3.5,4.0,Medium SUV,AWD,OUTLANDER,OUTLANDER
2012 Subaru XV,charcoal,PETROL,SUBARU,AUTOMATIC,200000,10800,NSW,2012,XV,3.0,2.5,2.0,Compact SUV,AWD,XV,XV
2011 Holden Commodore,white,PETROL,HOLDEN,MANUAL,233000,12000,SA,2011,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2017 Land Rover Discovery,grey,DIESEL,LAND-ROVER,AUTOMATIC,165000,48900,SA,2017,Discovery,3.5,4.0,4.0,Large SUV,4WD,DISCOVERY,DISCOVERY
2008 Mercedes-Benz Sprinter,white,DIESEL,MERCEDES-BENZ,MANUAL,200000,4000,SA,2008,Sprinter,2.5,3.0,4.5,Cargo Van,RWD,SPRINTER,SPRINTER
2003 Honda Accord,silver,PETROL,HONDA,AUTOMATIC,208000,4500,NSW,2003,Accord,3.0,3.0,3.0,Sedan,FWD,ACCORD,ACCORD
2010 Subaru Forester,blue,PETROL,SUBARU,AUTOMATIC,253000,6000,NSW,2010,Forester,3.0,2.5,3.0,Compact SUV,AWD,FORESTER,FORESTER
2007 Honda Civic,silver,PETROL,HONDA,AUTOMATIC,164000,5800,QLD,2007,Civic,2.5,2.5,2.0,Sedan,FWD,CIVIC,CIVIC
2022 LDV Deliver 9 mobile dessert truck ,white,DIESEL,LDV,AUTOMATIC,112333,55000,NSW,2022,deliver 9 mobile dessert truck,2.5,2.0,5.0,Cargo Van,RWD,DELIVER-9,DELIVER-9
2021 Nissan Navara,silver,DIESEL,NISSAN,AUTOMATIC,83000,48000,WA,2021,Navara,3.5,3.0,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2011 Nissan Pathfinder,grey,DIESEL,NISSAN,AUTOMATIC,313000,12500,VIC,2011,Pathfinder,3.5,3.0,4.0,Large SUV,4WD,PATHFINDER,PATHFINDER
2021 Volkswagen Polo,black,PETROL,VOLKSWAGEN,AUTOMATIC,102456,15500,VIC,2021,Polo,2.5,2.5,2.0,Hatchback,FWD,POLO,POLO
2014 Volkswagen Golf,white,DIESEL,VOLKSWAGEN,AUTOMATIC,210000,9999,VIC,2014,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF,GOLF
2024 Nissan Navara,grey,DIESEL,NISSAN,AUTOMATIC,5250,63000,VIC,2024,Navara,3.0,3.0,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2020 Nissan Qashqai,white,OTHER,NISSAN,AUTOMATIC,88000,25000,VIC,2020,Qashqai,2.0,2.5,2.0,Compact SUV,FWD,QASHQAI,QASHQAI
2014 Holden Commodore,blue,PETROL,HOLDEN,AUTOMATIC,184000,15000,VIC,2014,Commodore,3.5,3.0,4.0,Sedan,RWD,COMMODORE,COMMODORE
2006 Subaru WRX,blue,OTHER,SUBARU,MANUAL,250000,16000,VIC,2006,WRX,4.0,3.0,2.0,Sedan,AWD,WRX,WRX
